Title,Score,Episodes,Genres,Status
Onii-chan wa Oshimai!,76.0,12.0,"Comedy, Ecchi, Slice of Life",FINISHED
Tomodachi Game,76.0,12.0,"Drama, Mystery, Psychological, Thriller",FINISHED
VOY@GER,76.0,1.0,"Music, Sci-Fi",FINISHED
"Ame wo Matsu,",76.0,1.0,,FINISHED
raison d'etre,76.0,1.0,Action,FINISHED
SHIROBAKO Movie,76.0,1.0,"Comedy, Drama, Slice of Life",FINISHED
Carole & Tuesday,76.0,24.0,"Drama, Music, Sci-Fi",FINISHED
"Kobayashi-san Chi no Maidragon: Valentine, Soshite Onsen! (Amari Kitai Shinaide Kudasai)",76.0,1.0,"Comedy, Fantasy, Romance, Slice of Life",FINISHED
Shijou Saikyou no Deshi Kenichi OVA,76.0,11.0,"Action, Comedy",FINISHED
Kobato.,76.0,24.0,"Comedy, Drama, Fantasy, Romance",FINISHED
Tennis no Ouji-sama: Zenkoku Taikai-hen Final,76.0,7.0,"Comedy, Sports",FINISHED
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,76.0,1.0,"Action, Mecha, Mystery, Psychological, Sci-Fi",FINISHED
Giant Robo THE ANIMATION: Chikyuu ga Seishi Suru Hi,76.0,7.0,"Action, Mecha, Sci-Fi",FINISHED
Kidou Senshi Gundam III: Meguriai Sora-hen,76.0,1.0,"Action, Drama, Mecha, Sci-Fi",FINISHED
Yuusha-Ou GaoGaiGar,76.0,49.0,"Adventure, Mecha, Sci-Fi",FINISHED
Mind Game,76.0,1.0,"Adventure, Comedy, Psychological, Romance",FINISHED
ARIA The ANIMATION,76.0,13.0,"Fantasy, Sci-Fi, Slice of Life",FINISHED
Kidou Keisatsu Patlabor ON TELEVISION,76.0,47.0,"Comedy, Mecha, Sci-Fi",FINISHED
Mousou Dairinin,76.0,13.0,"Drama, Mystery, Psychological, Supernatural, Thriller",FINISHED
Full Moon wo Sagashite,76.0,52.0,"Comedy, Drama, Mahou Shoujo, Music, Romance, Supernatural",FINISHED
Rising Impact Season 2,76.0,14.0,"Comedy, Drama, Sports",FINISHED
Ojamajo Doremi 1620's,76.0,2.0,"Mahou Shoujo, Slice of Life",FINISHED
Shuumatsu no Valkyrie II Part 2,76.0,5.0,"Action, Drama, Fantasy, Supernatural",FINISHED
Blue Lock VS. U-20 JAPAN,76.0,14.0,"Action, Drama, Sports",FINISHED
Shukufuku,76.0,1.0,"Mecha, Sci-Fi",FINISHED
VINLAND SAGA SEASON 2: Drowning in the Shadow,76.0,1.0,"Action, Drama, Psychological",FINISHED
Oz.,76.0,1.0,Fantasy,FINISHED
Shinigami Bocchan to Kuro Maid 2nd Season,76.0,12.0,"Comedy, Drama, Romance, Supernatural",FINISHED
BanG Dream! Episode of Roselia I: Yakusoku,76.0,1.0,Music,FINISHED
Uramichi Oniisan,76.0,13.0,"Comedy, Slice of Life",FINISHED
Kengan Ashura Part 2,76.0,12.0,"Action, Sports",FINISHED
Mahoujin Guru Guru (2017),76.0,24.0,"Adventure, Comedy, Fantasy",FINISHED
PriPara 3rd Season,76.0,51.0,"Comedy, Music, Slice of Life",FINISHED
Date A Live II: Kurumi Star Festival,76.0,1.0,"Fantasy, Romance, Slice of Life",FINISHED
Magi: Sinbad no Bouken OVA,76.0,5.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Gundam Build Fighters,76.0,25.0,"Action, Mecha, Sci-Fi",FINISHED
Girls und Panzer: Kore ga Hontou no Anzio-sen Desu!,76.0,1.0,"Action, Sports",FINISHED
Zetsuen no Tempest,76.0,24.0,"Action, Drama, Fantasy, Mystery, Romance",FINISHED
Genshiken 2,76.0,12.0,"Comedy, Slice of Life",FINISHED
Eikoku Koi Monogatari Emma: Molders-hen,76.0,12.0,"Drama, Romance, Slice of Life",FINISHED
Dragon Ball Z: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,76.0,1.0,"Action, Adventure, Drama",FINISHED
School Rumble,76.0,26.0,"Comedy, Romance, Slice of Life",FINISHED
Oomuro-ke: dear friends,75.0,1.0,"Comedy, Slice of Life",FINISHED
30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii,75.0,12.0,"Comedy, Romance, Slice of Life, Supernatural",FINISHED
Love Live! Superstar!! 2nd Season,75.0,12.0,"Music, Slice of Life",FINISHED
Chiyu Mahou no Machigatta Tsukaikata,75.0,13.0,"Action, Fantasy",FINISHED
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2,75.0,13.0,"Music, Slice of Life",FINISHED
Tsurune: Kazemai Koukou Kyuudou-bu,75.0,13.0,"Drama, Slice of Life, Sports",FINISHED
Overlord II,75.0,13.0,"Action, Adventure, Fantasy",FINISHED
Grisaia no Meikyuu,75.0,1.0,"Drama, Ecchi, Romance",FINISHED
Shingeki no Kyojin Kouhen: Jiyuu no Tsubasa,75.0,1.0,"Action, Drama, Fantasy",FINISHED
Jinrui wa Suitai Shimashita,75.0,12.0,"Comedy, Fantasy, Sci-Fi",FINISHED
Meitantei Conan: Senritsu no Gakufu (Full Score),75.0,1.0,Mystery,FINISHED
Soukou Kihei Votoms,75.0,52.0,"Action, Drama, Mecha, Mystery, Romance, Sci-Fi",FINISHED
Hokuto no Ken,75.0,109.0,"Action, Drama, Sci-Fi",FINISHED
Bishoujo Senshi Sailor Moon,75.0,46.0,"Action, Adventure, Fantasy, Mahou Shoujo, Romance",FINISHED
Kaleido Star,75.0,51.0,"Comedy, Drama, Sports, Supernatural",FINISHED
Yakitate!! Japan,75.0,69.0,Comedy,FINISHED
Xian Wang De Richang Shenghuo 4,75.0,12.0,"Action, Comedy, Fantasy, Slice of Life",FINISHED
Liang Bu Yi Part 2,75.0,12.0,"Comedy, Romance",FINISHED
Xian Ni,75.0,,"Action, Adventure, Drama, Fantasy",RELEASING
Seitokai Yakuindomo Movie 2,75.0,1.0,"Comedy, Slice of Life",FINISHED
Osomatsu-san The Movie,75.0,1.0,"Comedy, Drama, Fantasy, Mystery, Slice of Life, Supernatural",FINISHED
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",75.0,12.0,"Comedy, Slice of Life",FINISHED
Tongling Fei,75.0,16.0,"Comedy, Romance, Supernatural",FINISHED
Aikatsu Stars!,75.0,50.0,"Comedy, Music",FINISHED
Love Live! School idol project 2nd Season,75.0,13.0,"Music, Slice of Life",FINISHED
Pretty Rhythm: Rainbow Live,75.0,51.0,"Drama, Music, Romance, Sports",FINISHED
THE LAST: NARUTO THE MOVIE,75.0,1.0,"Action, Romance",FINISHED
Kotonoha no Niwa,75.0,1.0,"Drama, Psychological, Romance, Slice of Life",FINISHED
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,75.0,1.0,"Drama, Romance, Slice of Life, Supernatural",FINISHED
Gintama: Dai Hanseikai,75.0,1.0,"Action, Comedy, Sci-Fi",FINISHED
Coquelicot-zaka kara,75.0,1.0,"Drama, Romance, Slice of Life",FINISHED
Arakawa Under the Bridge x Bridge,75.0,13.0,"Comedy, Romance",FINISHED
Lucky☆Star OVA,75.0,1.0,"Comedy, Slice of Life",FINISHED
Kara no Kyoukai: Garan no Dou,75.0,1.0,"Action, Mystery, Supernatural, Thriller",FINISHED
Evangelion Shin Movie: Kyuu,75.0,1.0,"Action, Drama, Mecha, Psychological, Sci-Fi",FINISHED
Maria-sama ga Miteru 3rd Season OVA,75.0,5.0,"Drama, Slice of Life",FINISHED
Jigoku Shoujo: Futakomori,75.0,26.0,"Horror, Psychological, Supernatural",FINISHED
Higurashi no Naku Koro ni,75.0,26.0,"Horror, Mystery, Psychological, Supernatural, Thriller",FINISHED
Motto! Ojamajo Doremi,75.0,50.0,"Comedy, Drama, Fantasy, Mahou Shoujo, Slice of Life",FINISHED
Migi to Dali,75.0,13.0,"Drama, Mystery, Slice of Life",FINISHED
"Fuufu Ijou, Koibito Miman.",75.0,12.0,"Comedy, Drama, Ecchi, Romance",FINISHED
Heikousen,75.0,1.0,Slice of Life,FINISHED
Obenkyou Shitoiteyo,75.0,1.0,,FINISHED
BanG Dream! Garupa☆Pico: Oomori,75.0,26.0,"Comedy, Music",FINISHED
Ongaku,75.0,1.0,"Comedy, Music, Slice of Life",FINISHED
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Paladin; Agateram,75.0,1.0,"Action, Fantasy",FINISHED
Princess Principal: Crown Handler - Chapter 1,75.0,1.0,"Action, Adventure, Sci-Fi",FINISHED
Free!: Dive to the Future,75.0,12.0,"Comedy, Drama, Slice of Life, Sports",FINISHED
IDOLiSH7,75.0,17.0,"Comedy, Drama, Music, Slice of Life",FINISHED
Osomatsu-san,75.0,25.0,"Comedy, Slice of Life",FINISHED
DRIFTERS,75.0,12.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Tokyo Ghoul,75.0,12.0,"Action, Drama, Horror, Mystery, Psychological, Supernatural",FINISHED
Baby Steps,75.0,25.0,"Romance, Sports",FINISHED
Yama no Susume: Second Season,75.0,24.0,"Adventure, Comedy, Slice of Life",FINISHED
Kyousougiga (TV),75.0,10.0,"Action, Fantasy, Supernatural",FINISHED
Chuunibyou demo Koi ga Shitai!,75.0,12.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Lupin III vs Meitantei Conan,75.0,1.0,"Action, Comedy, Mystery",FINISHED
Saiunkoku Monogatari 2nd Season,75.0,39.0,"Adventure, Comedy, Drama, Fantasy, Romance",FINISHED
Lupin III: Part II,75.0,155.0,"Action, Adventure, Comedy, Mystery",FINISHED
Kino no Tabi: Nanika wo Suru Tame ni -life goes on.-,75.0,1.0,"Adventure, Drama, Fantasy, Slice of Life",FINISHED
Hikaru no Go: Hokuto Hai e no Michi,75.0,1.0,"Sports, Supernatural",FINISHED
Digimon Adventure,75.0,54.0,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",FINISHED
Kareshi Kanojo no Jijou,75.0,26.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Douluo Dalu: Tang Men Jueding,75.0,4.0,"Action, Fantasy",FINISHED
Dark Gathering,75.0,25.0,"Adventure, Horror, Supernatural",FINISHED
Totsukuni no Shoujo (2022),75.0,1.0,"Drama, Fantasy, Mystery",FINISHED
Mahouka Koukou no Rettousei: Tsuioku-hen,75.0,1.0,"Action, Romance, Sci-Fi, Supernatural",FINISHED
Fate/Grand Carnival,75.0,4.0,"Comedy, Fantasy, Supernatural",FINISHED
Ahoy!! Warera Houshou Kaizoku-dan☆,75.0,1.0,Adventure,FINISHED
Noragami ARAGOTO OVA,75.0,2.0,"Action, Adventure, Comedy, Slice of Life, Supernatural",FINISHED
Go-toubun no Hanayome,75.0,12.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Douluo Dalu,75.0,26.0,"Action, Adventure, Fantasy, Romance",FINISHED
Thunderbolt Fantasy: Seishi Ikken,75.0,1.0,"Action, Fantasy",FINISHED
Quanzhi Gaoshou,75.0,12.0,"Action, Drama",FINISHED
Meitantei Conan: Gouka no Himawari,75.0,1.0,"Action, Mystery",FINISHED
Bishoujo Senshi Sailor Moon: Crystal - Death Busters-hen,75.0,13.0,"Action, Drama, Fantasy, Mahou Shoujo, Romance",FINISHED
Dragon Ball Kai (2014),75.0,69.0,"Action, Adventure, Comedy",FINISHED
Hataraku Maou-sama!,75.0,13.0,"Comedy, Fantasy, Romance, Slice of Life",FINISHED
Saint☆Onii-san,75.0,1.0,"Comedy, Slice of Life, Supernatural",FINISHED
Jormungand,75.0,12.0,"Action, Adventure",FINISHED
Meitantei Conan: 10 Nengo no Stranger,75.0,1.0,"Adventure, Comedy, Mystery",FINISHED
Ie Naki Ko Remi,75.0,23.0,"Adventure, Drama, Slice of Life",FINISHED
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,75.0,1.0,"Action, Mecha, Sci-Fi",FINISHED
Meitantei Conan: Suihei Senjou no Sutoratejii,75.0,1.0,"Adventure, Comedy, Mystery",FINISHED
City Hunter 3,75.0,13.0,"Comedy, Mystery",FINISHED
MEMORIES,75.0,3.0,"Adventure, Comedy, Drama, Horror, Mystery, Psychological, Sci-Fi",FINISHED
Kidou Keisatsu Patlabor: NEW OVA,75.0,16.0,"Comedy, Mecha, Sci-Fi",FINISHED
Choujikuu Yousai Macross,75.0,36.0,"Action, Drama, Mecha, Music, Romance, Sci-Fi",FINISHED
Tennis no Ouji-sama: Zenkoku Taikai-hen,75.0,13.0,"Action, Comedy, Sports",FINISHED
Sakigake!! Cromartie Koukou,75.0,26.0,Comedy,FINISHED
Liang Bu Yi 2,75.0,12.0,"Comedy, Romance",FINISHED
Akebi-chan no Sailor Fuku,75.0,12.0,Slice of Life,FINISHED
Shanhe Jian Xin,75.0,16.0,"Action, Adventure, Fantasy",FINISHED
Tokyo Ghetto,75.0,1.0,Psychological,FINISHED
Hoshiai no Sora,75.0,12.0,"Drama, Slice of Life, Sports",FINISHED
BanG Dream! Garupa☆Pico,75.0,26.0,"Comedy, Music, Slice of Life",FINISHED
Haikyuu!!: Lev Kenzan!,75.0,1.0,"Comedy, Drama, Sports",FINISHED
Hi Score Girl,75.0,12.0,"Comedy, Drama, Romance",FINISHED
PSYCHO-PASS Movie,75.0,1.0,"Action, Sci-Fi",FINISHED
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,75.0,1.0,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",FINISHED
Seitokai Yakuindomo OVA,75.0,8.0,"Comedy, Slice of Life",FINISHED
Shiki Specials,75.0,2.0,"Horror, Mystery, Supernatural, Thriller",FINISHED
Durarara!! Specials,75.0,2.0,"Action, Comedy, Supernatural",FINISHED
Magic Kaito,75.0,12.0,Adventure,FINISHED
ef: a tale of memories.,75.0,12.0,"Drama, Mystery, Psychological, Romance",FINISHED
Doraemon (1979),75.0,1787.0,"Comedy, Sci-Fi",FINISHED
Kidou Keisatsu Patlabor: The Movie,75.0,1.0,"Drama, Mecha, Sci-Fi",FINISHED
Digimon Tamers,75.0,51.0,"Action, Adventure, Drama, Fantasy, Sci-Fi",FINISHED
Gokinjo Monogatari,75.0,50.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Musekinin Kanchou Tylor,75.0,26.0,"Adventure, Comedy, Sci-Fi",FINISHED
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu Suru",75.0,12.0,"Fantasy, Romance",FINISHED
Douluo Dalu: Tang Sancheng Shen,75.0,3.0,"Action, Fantasy",FINISHED
Tensei Oujo to Tensai Reijou no Mahou Kakumei,75.0,12.0,"Fantasy, Romance",FINISHED
Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen OVA,75.0,1.0,"Comedy, Ecchi, Romance, Slice of Life",FINISHED
Senpai ga Uzai Kouhai no Hanashi,75.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Hollowness,75.0,1.0,,FINISHED
Machikado Mazoku,75.0,12.0,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",FINISHED
"Kimi to, Nami ni Noretara",75.0,1.0,"Drama, Fantasy, Romance",FINISHED
Grisaia no Rakuen,75.0,10.0,"Action, Drama, Ecchi, Romance",FINISHED
Gekkan Shoujo Nozaki-kun Mini OVA,75.0,6.0,"Comedy, Romance",FINISHED
Kill la Kill Tokubetsu-hen,75.0,1.0,"Action, Comedy, Ecchi",FINISHED
Kuroko no Basket: Tip Off,75.0,1.0,"Comedy, Sports",FINISHED
Panty & Stocking with Garterbelt,75.0,13.0,"Action, Comedy, Ecchi, Supernatural",FINISHED
Saraiya Goyou,75.0,12.0,"Drama, Mystery",FINISHED
Phantom: Requiem for the Phantom,75.0,26.0,"Action, Drama, Thriller",FINISHED
Tennis no Ouji-sama: Zenkoku Taikai-hen Semifinal,75.0,6.0,"Action, Comedy, Sports",FINISHED
City Hunter '91,75.0,13.0,"Action, Comedy, Mystery",FINISHED
Bishoujo Senshi Sailor Moon R,75.0,43.0,"Action, Fantasy, Mahou Shoujo, Romance, Supernatural",FINISHED
Seikai no Senki II,75.0,10.0,"Action, Romance, Sci-Fi",FINISHED
Douluo Dalu: Zhan Gu Zan Yie,75.0,4.0,"Action, Fantasy",FINISHED
Gokushufudou Season 2,75.0,5.0,"Comedy, Slice of Life",FINISHED
Sekai no Tsuzuki,75.0,1.0,Drama,FINISHED
PUPARIA,75.0,1.0,"Fantasy, Psychological",FINISHED
Oki ni Mesu mama,75.0,1.0,"Psychological, Romance",FINISHED
Sword Art Online: Alicization,75.0,24.0,"Action, Adventure, Fantasy",FINISHED
FAIRY TAIL (2018),75.0,51.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Princess Principal,75.0,12.0,"Action, Adventure, Sci-Fi",FINISHED
Meitantei Conan: Kara Kurenai Love Letter,75.0,1.0,"Adventure, Comedy, Mystery",FINISHED
ACCA: 13-ku Kansatsu-ka,75.0,12.0,"Drama, Mystery, Slice of Life",FINISHED
New Initial D Movie: Legend 2 - Dokusou,75.0,1.0,"Action, Drama, Sports",FINISHED
Aoki Hagane no Arpeggio: Ars Nova - Cadenza,75.0,1.0,"Action, Drama, Sci-Fi",FINISHED
Seitokai Yakuindomo＊,75.0,13.0,"Comedy, Slice of Life",FINISHED
Golden Time,75.0,24.0,"Drama, Romance",FINISHED
Yumeiro Pâtissière,75.0,50.0,"Comedy, Fantasy",FINISHED
Kara no Kyoukai: Satsujin Kousatsu (Zen),75.0,1.0,"Action, Mystery, Romance, Supernatural, Thriller",FINISHED
Maria-sama ga Miteru 4th Season,75.0,13.0,"Drama, Slice of Life",FINISHED
Innocence,75.0,1.0,"Action, Psychological, Sci-Fi",FINISHED
Gungrave,75.0,26.0,"Action, Drama, Sci-Fi",FINISHED
Kizumonogatari: Koyomi Vamp,75.0,1.0,"Action, Drama, Horror, Mystery, Supernatural",FINISHED
Kamonohashi Ron no Kindan Suiri 2nd Season,75.0,13.0,"Drama, Mystery",FINISHED
BIRDIE WING: Golf Girls' Story Season 2,75.0,12.0,"Drama, Sports",FINISHED
Kubo-san wa Mob wo Yurusanai,75.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
BanG Dream! Girls Band Party!: 5th Anniversary Animation - CiRCLE THANKS PARTY!,75.0,2.0,"Music, Slice of Life",FINISHED
Yuuseiboushi,75.0,1.0,"Psychological, Supernatural",FINISHED
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,75.0,3.0,"Drama, Fantasy, Supernatural",FINISHED
Kokoro Yohou,75.0,1.0,"Romance, Slice of Life",FINISHED
Sword Art Online: Alicization - War of Underworld,75.0,12.0,"Action, Adventure, Fantasy",FINISHED
Ani ni Tsukeru Kusuri wa Nai! 2,75.0,24.0,"Comedy, Slice of Life",FINISHED
Udon no Kuni no Kiniro Kemari,75.0,12.0,"Fantasy, Slice of Life",FINISHED
One Punch Man: Road to Hero,75.0,1.0,"Action, Comedy, Sci-Fi, Supernatural",FINISHED
Charlotte,75.0,13.0,"Comedy, Drama, Romance, Sci-Fi, Supernatural",FINISHED
Beelzebub,75.0,60.0,"Action, Comedy, Supernatural",FINISHED
Macross Frontier: Itsuwari no Utahime,75.0,1.0,"Action, Mecha, Music, Romance, Sci-Fi",FINISHED
Terra e... (TV),75.0,24.0,"Action, Drama, Sci-Fi",FINISHED
Meitantei Conan: Meikyuu no Crossroad,75.0,1.0,"Adventure, Mystery",FINISHED
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,75.0,2.0,"Drama, Romance",FINISHED
capeta,75.0,52.0,"Drama, Sports",FINISHED
Douluo Dalu: Wan Xian Geng Xin,75.0,2.0,"Action, Fantasy",FINISHED
Douluo Dalu: Qi Qing Kaoyan,75.0,3.0,"Action, Fantasy",FINISHED
Dekiru Neko wa Kyou mo Yuuutsu,75.0,13.0,"Comedy, Fantasy, Slice of Life",FINISHED
Shuumatsu no Valkyrie II,75.0,10.0,"Action, Drama, Fantasy, Supernatural",FINISHED
Kiniro Mosaic: Thank you!!,75.0,1.0,"Comedy, Slice of Life",FINISHED
Akudama Drive,75.0,12.0,"Action, Drama, Sci-Fi, Thriller",FINISHED
Baki: Dai Raitaisai-hen,75.0,13.0,"Action, Sports",FINISHED
Cike Wu Liuqi Fanwai,75.0,4.0,"Action, Comedy, Mystery",FINISHED
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,75.0,1.0,"Music, Slice of Life",FINISHED
Koutetsujou no Kabaneri: Unato Kessen,75.0,1.0,"Action, Drama, Fantasy, Horror, Supernatural",FINISHED
"GATE: Jieitai Kanochi nite, Kaku Tatakaeri 2",75.0,12.0,"Action, Adventure, Fantasy",FINISHED
Meitantei Conan: Edogawa Conan Shissou Jiken - Shijou Saiaku no Futsukakan,75.0,1.0,"Adventure, Comedy, Mystery",FINISHED
Sidonia no Kishi: Daikyuu Wakusei Seneki,75.0,12.0,"Action, Fantasy, Mecha, Sci-Fi",FINISHED
Hoozuki no Reitetsu OVA,75.0,4.0,"Comedy, Fantasy, Supernatural",FINISHED
Non Non Biyori: Okinawa e Ikukoto ni Natta,75.0,1.0,Slice of Life,FINISHED
Meitantei Conan: 11 Nin-me no Striker,75.0,1.0,"Adventure, Comedy, Mystery",FINISHED
Kokoro Connect,75.0,13.0,"Drama, Romance, Slice of Life, Supernatural",FINISHED
Toshokan Sensou: Kakumei no Tsubasa,75.0,1.0,"Action, Comedy, Romance",FINISHED
Nodame Cantabile Finale Special,75.0,1.0,"Comedy, Music, Romance",FINISHED
Lucky☆Star,75.0,24.0,"Comedy, Slice of Life",FINISHED
Ranma 1/2,75.0,18.0,"Action, Comedy, Ecchi, Romance, Slice of Life",FINISHED
Kidou Senshi Gundam: Gyakushuu no Char,75.0,1.0,"Drama, Mecha, Sci-Fi",FINISHED
Go-toubun no Hanayome *,75.0,2.0,"Comedy, Drama, Romance",FINISHED
Saikyou no Shien-shoku [Wajutsushi] Dearu Ore wa Sekai Saikyou Clan wo Shitagaeru,75.0,12.0,"Action, Adventure, Comedy, Fantasy, Psychological",FINISHED
Katsute Mahou Shoujo to Aku wa Tekitai Shite Ita.,75.0,12.0,"Comedy, Fantasy, Mahou Shoujo, Romance",FINISHED
Poputepipikku 2,75.0,12.0,Comedy,FINISHED
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),75.0,24.0,"Action, Drama, Romance",FINISHED
Ruru-chan no Jisatsu Haishin,75.0,1.0,,FINISHED
Star☆Twinkle Precure,75.0,49.0,"Adventure, Fantasy, Mahou Shoujo, Sci-Fi",FINISHED
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,75.0,12.0,"Drama, Fantasy, Mystery, Romance, Slice of Life, Supernatural",FINISHED
One Punch Man OVA,75.0,6.0,"Action, Comedy, Sci-Fi, Supernatural",FINISHED
New Initial D Movie: Legend 1 - Kakusei,75.0,1.0,"Action, Drama, Sports",FINISHED
Shingeki no Kyojin Zenpen: Guren no Yumiya,75.0,1.0,"Action, Drama, Fantasy",FINISHED
Little Busters! EX,75.0,8.0,"Comedy, Drama, Romance, Slice of Life, Supernatural",FINISHED
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,75.0,1.0,"Comedy, Drama, Romance",FINISHED
Break Blade 5: Shisen no Hate,75.0,1.0,"Action, Fantasy, Mecha",FINISHED
Break Blade 4: Sanka no Chi,75.0,1.0,"Action, Fantasy, Mecha",FINISHED
Colorful,75.0,1.0,"Drama, Slice of Life, Supernatural",FINISHED
Shiki,75.0,22.0,"Horror, Mystery, Supernatural, Thriller",FINISHED
Toaru Kagaku no Railgun,75.0,24.0,"Action, Fantasy, Sci-Fi",FINISHED
Seto no Hanayome OVA,75.0,2.0,"Comedy, Romance",FINISHED
Neko no Ongaeshi,75.0,1.0,"Adventure, Comedy, Drama, Fantasy",FINISHED
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,75.0,1.0,"Comedy, Drama, Fantasy, Sports",FINISHED
Ojamajo Doremi Sharp,75.0,49.0,"Comedy, Drama, Fantasy, Mahou Shoujo, Slice of Life",FINISHED
Tennis no Ouji-sama,75.0,178.0,"Action, Comedy, Sports",FINISHED
"Tadaima, Okaeri",74.0,12.0,"Drama, Romance, Slice of Life",FINISHED
Douluo Dalu: Senlin Shou Ying,74.0,2.0,"Action, Fantasy",FINISHED
Liang Bu Yi 2 Part 2,74.0,12.0,"Comedy, Romance",FINISHED
TIGER & BUNNY 2 Part 2,74.0,12.0,"Action, Comedy, Drama",FINISHED
Akiba Meido Sensou,74.0,12.0,"Action, Comedy, Drama",FINISHED
"Lord El-Melloi II-sei no Jikenbo: ""Rail Zeppelin"" Grace note Tokubetsu-hen",74.0,1.0,"Drama, Fantasy, Mystery",FINISHED
Wu Dong Qiankun 3,74.0,12.0,"Action, Adventure, Fantasy",FINISHED
Gabriel Dropout Specials,74.0,2.0,"Comedy, Supernatural",FINISHED
Love Live! Sunshine!! 2nd Season,74.0,13.0,"Music, Slice of Life",FINISHED
Flip Flappers,74.0,13.0,"Action, Adventure, Comedy, Fantasy, Mahou Shoujo, Psychological, Sci-Fi",FINISHED
Fune wo Amu,74.0,11.0,"Drama, Romance, Slice of Life",FINISHED
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",74.0,1.0,"Drama, Fantasy, Romance",FINISHED
Ao Haru Ride,74.0,12.0,"Drama, Romance, Slice of Life",FINISHED
THE IDOLM@STER MOVIE: Kagayaki no Mukougawa e!,74.0,1.0,"Comedy, Music, Slice of Life",FINISHED
Tasogare Otome x Amnesia,74.0,12.0,"Horror, Mystery, Romance, Supernatural",FINISHED
THE IDOLM@STER,74.0,25.0,"Comedy, Drama, Music, Slice of Life",FINISHED
Hourou Musuko,74.0,11.0,"Drama, Romance, Slice of Life",FINISHED
Ginga Tetsudou 999,74.0,113.0,"Adventure, Drama, Mecha, Sci-Fi",FINISHED
Slayers TRY,74.0,26.0,"Adventure, Comedy, Fantasy",FINISHED
Inuyasha: Tenka Hadou no Ken,74.0,1.0,"Adventure, Comedy, Drama, Fantasy",FINISHED
Yuru Camp△ SEASON 3 OVA,74.0,3.0,"Comedy, Slice of Life",FINISHED
Douluo Dalu: Haishen Chuancheng,74.0,3.0,"Action, Fantasy",FINISHED
Blue Lock: EPISODE Nagi,74.0,1.0,"Action, Drama, Sports",FINISHED
Overtake!,74.0,12.0,Sports,FINISHED
Isekai Nonbiri Nouka,74.0,12.0,"Fantasy, Slice of Life",FINISHED
Dawang Raoming 2,74.0,12.0,"Action, Fantasy",FINISHED
Shinkai,74.0,1.0,Psychological,FINISHED
D4DJ First Mix,74.0,13.0,"Music, Slice of Life",FINISHED
Liang Bu Yi,74.0,12.0,"Comedy, Romance",FINISHED
SSSS.DYNAZENON,74.0,12.0,"Action, Mecha, Romance, Sci-Fi",FINISHED
Joshikousei no Mudazukai,74.0,12.0,"Comedy, Slice of Life",FINISHED
Aggressive Retsuko,74.0,10.0,"Comedy, Music, Slice of Life",FINISHED
Karakai Jouzu no Takagi-san,74.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma,74.0,1.0,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance",FINISHED
Kyoukai no Kanata: I'LL BE HERE - Kako-hen,74.0,1.0,"Drama, Fantasy, Slice of Life, Supernatural",FINISHED
Noragami OVA,74.0,2.0,"Action, Adventure, Comedy, Supernatural",FINISHED
Pocket Monsters: THE ORIGIN,74.0,4.0,"Action, Adventure, Fantasy",FINISHED
Kami nomi zo Shiru Sekai: Tenri-hen,74.0,2.0,"Comedy, Romance, Supernatural",FINISHED
Aikatsu!,74.0,50.0,Music,FINISHED
TIGER & BUNNY: The Rising,74.0,1.0,"Action, Comedy, Mystery",FINISHED
